CountryID,Name,movieID,population,language
AU,Australia,137968,25000000.0,English
DE,Germany,12758,83000000.0,German
IT,Italy,12758,60000000.0,Italian
MC,Monaco,12758,5000000.0,Multiple Languages
FR,France,173185,65000000.0,French
US,United States of America,42262,331000000.0,English
US,United States of America,42456,331000000.0,English
US,United States of America,180383,331000000.0,English
FI,Finland,29007,5000000.0,Multiple Languages
US,United States of America,22264,331000000.0,English
US,United States of America,96482,331000000.0,English
US,United States of America,218689,331000000.0,English
US,United States of America,107430,331000000.0,English
US,United States of America,100241,331000000.0,English
AU,Australia,100241,25000000.0,English
JP,Japan,378240,126000000.0,Japanese
JP,Japan,72013,126000000.0,Japanese
US,United States of America,44969,331000000.0,English
US,United States of America,44693,331000000.0,English
GB,United Kingdom,54102,67000000.0,English
US,United States of America,54102,331000000.0,English
US,United States of America,208529,331000000.0,English
US,United States of America,253077,331000000.0,English
GB,United Kingdom,157099,67000000.0,English
US,United States of America,157099,331000000.0,English
CA,Canada,48397,38000000.0,"English, French"
CA,Canada,181886,38000000.0,"English, French"
ES,Spain,181886,47000000.0,Spanish
CA,Canada,72767,38000000.0,"English, French"
BR,Brazil,107203,213000000.0,Portuguese
PT,Portugal,112575,5000000.0,Multiple Languages
ES,Spain,112575,47000000.0,Spanish
FR,France,112575,65000000.0,French
PT,Portugal,216369,5000000.0,Multiple Languages
IL,Israel,171540,5000000.0,Multiple Languages
DE,Germany,164328,83000000.0,German
US,United States of America,37564,331000000.0,English
CZ,Czech Republic,54312,5000000.0,Multiple Languages
TR,Turkey,27960,84000000.0,Turkish
US,United States of America,33031,331000000.0,English
US,United States of America,30123,331000000.0,English
FR,France,186992,65000000.0,French
US,United States of America,130150,331000000.0,English
CA,Canada,184352,38000000.0,"English, French"
FR,France,184352,65000000.0,French
FR,France,136437,65000000.0,French
BE,Belgium,136437,5000000.0,Multiple Languages
CA,Canada,136437,38000000.0,"English, French"
BE,Belgium,100898,5000000.0,Multiple Languages
US,United States of America,236399,331000000.0,English
CA,Canada,236399,38000000.0,"English, French"
US,United States of America,128006,331000000.0,English
NO,Norway,33280,5000000.0,Multiple Languages
US,United States of America,17940,331000000.0,English
CA,Canada,17940,38000000.0,"English, French"
SE,Sweden,2180,10300000.0,Swedish
US,United States of America,100063,331000000.0,English
FR,France,21435,65000000.0,French
US,United States of America,90728,331000000.0,English
US,United States of America,36299,331000000.0,English
US,United States of America,59744,331000000.0,English
CA,Canada,157841,38000000.0,"English, French"
FR,France,157841,65000000.0,French
PH,Philippines,295841,5000000.0,Multiple Languages
US,United States of America,295841,331000000.0,English
PH,Philippines,45266,5000000.0,Multiple Languages
US,United States of America,45266,331000000.0,English
NO,Norway,11927,5000000.0,Multiple Languages
FR,France,19400,65000000.0,French
IT,Italy,40352,60000000.0,Italian
FR,France,59118,65000000.0,French
US,United States of America,242033,331000000.0,English
FR,France,47831,65000000.0,French
AR,Argentina,44516,45000000.0,Spanish
US,United States of America,44516,331000000.0,English
DE,Germany,79919,83000000.0,German
US,United States of America,177888,331000000.0,English
GB,United Kingdom,66892,67000000.0,English
LU,Luxembourg,66892,5000000.0,Multiple Languages
US,United States of America,66892,331000000.0,English
EC,Ecuador,234155,5000000.0,Multiple Languages
ES,Spain,234155,47000000.0,Spanish
US,United States of America,170234,331000000.0,English
